p,q,r,n,f,strict_hit
5,23,53,6095,23,False
5,23,59,6785,5,False
5,23,61,7015,115,True
5,23,67,7705,67,False
5,23,71,8165,5,False
5,23,73,8395,5,False
5,23,79,9085,23,False
5,23,83,9545,115,True
5,23,89,10235,89,False
5,23,97,11155,97,False
5,23,101,11615,101,False
5,23,103,11845,23,False
5,23,107,12305,115,True
5,23,109,12535,115,True
5,23,113,12995,113,False
5,29,31,4495,145,True
5,29,37,5365,5,False
5,29,41,5945,29,False
5,29,43,6235,29,False
5,29,47,6815,145,True
5,29,53,7685,29,False
5,29,59,8555,29,False
5,29,61,8845,61,False
5,29,67,9715,29,False
5,29,71,10295,71,False
5,29,73,10585,5,False
5,29,79,11455,5,False
5,29,83,12035,83,False
5,29,89,12905,5,False
5,29,97,14065,5,False
5,29,101,14645,29,False
5,29,103,14935,5,False
5,29,107,15515,29,False
5,29,109,15805,5,False
5,29,113,16385,145,True
5,29,127,18415,29,False
5,29,131,18995,131,False
5,29,137,19865,29,False
5,29,139,20155,145,True
5,31,37,5735,155,True
5,31,41,6355,5,False
5,31,43,6665,5,False
5,31,47,7285,47,False
5,31,53,8215,5,False
5,31,59,9145,31,False
5,31,61,9455,155,True
5,31,67,10385,31,False
5,31,71,11005,71,False
5,31,73,11315,155,True
5,31,79,12245,5,False
5,31,83,12865,5,False
5,31,89,13795,155,True
5,31,97,15035,5,False
5,31,101,15655,5,False
5,31,103,15965,5,False
5,31,107,16585,107,False
5,31,109,16895,5,False
5,31,113,17515,155,True
5,31,127,19685,31,False
5,31,131,20305,31,False
5,31,137,21235,31,False
5,31,139,21545,31,False
5,31,149,23095,149,False
5,31,151,23405,151,False
5,37,41,7585,185,True
5,37,43,7955,37,False
5,37,47,8695,5,False
5,37,53,9805,37,False
5,37,59,10915,59,False
5,37,61,11285,185,True
5,37,67,12395,37,False
5,37,71,13135,185,True
5,37,73,13505,185,True
5,37,79,14615,37,False
5,37,83,15355,37,False
5,37,89,16465,185,True
5,37,97,17945,37,False
5,37,101,18685,5,False
5,37,103,19055,5,False
5,37,107,19795,107,False
5,37,109,20165,185,True
5,37,113,20905,5,False
5,37,127,23495,37,False
5,37,131,24235,5,False
5,37,137,25345,37,False
5,37,139,25715,5,False
5,37,149,27565,185,True
5,37,151,27935,37,False
5,37,157,29045,37,False
5,37,163,30155,185,True
5,37,167,30895,37,False
5,37,173,32005,185,True
5,37,179,33115,179,False
5,37,181,33485,181,False
5,41,43,8815,41,False
5,41,47,9635,205,True
5,41,53,10865,5,False
5,41,59,12095,41,False
5,41,61,12505,205,True
5,41,67,13735,67,False
5,41,71,14555,5,False
5,41,73,14965,5,False
5,41,79,16195,41,False
5,41,83,17015,205,True
5,41,89,18245,41,False
5,41,97,19885,205,True
5,41,101,20705,205,True
5,41,103,21115,5,False
5,41,107,21935,205,True
5,41,109,22345,41,False
5,41,113,23165,5,False
5,41,127,26035,5,False
5,41,131,26855,5,False
5,41,137,28085,5,False
5,41,139,28495,5,False
5,41,149,30545,149,False
5,41,151,30955,41,False
5,41,157,32185,41,False
5,41,163,33415,163,False
5,41,167,34235,41,False
5,41,173,35465,41,False
5,41,179,36695,41,False
5,41,181,37105,181,False
5,41,191,39155,205,True
5,41,193,39565,41,False
5,41,197,40385,205,True
5,41,199,40795,205,True
5,43,47,10105,43,False
5,43,53,11395,215,True
5,43,59,12685,5,False
5,43,61,13115,43,False
5,43,67,14405,43,False
5,43,71,15265,215,True
5,43,73,15695,5,False
5,43,79,16985,215,True
5,43,83,17845,43,False
5,43,89,19135,215,True
5,43,97,20855,43,False
5,43,101,21715,43,False
5,43,103,22145,215,True
5,43,107,23005,215,True
5,43,109,23435,5,False
5,43,113,24295,43,False
5,43,127,27305,43,False
5,43,131,28165,5,False
5,43,137,29455,5,False
5,43,139,29885,43,False
5,43,149,32035,215,True
5,43,151,32465,5,False
5,43,157,33755,215,True
5,43,163,35045,5,False
5,43,167,35905,215,True
5,43,173,37195,43,False
5,43,179,38485,179,False
5,43,181,38915,43,False
5,43,191,41065,215,True
5,43,193,41495,43,False
5,43,197,42355,197,False
5,43,199,42785,199,False
5,47,53,12455,47,False
5,47,59,13865,5,False
5,47,61,14335,5,False
5,47,67,15745,235,True
5,47,71,16685,235,True
5,47,73,17155,235,True
5,47,79,18565,5,False
5,47,83,19505,5,False
5,47,89,20915,47,False
5,47,97,22795,47,False
5,47,101,23735,47,False
5,47,103,24205,47,False
5,47,107,25145,235,True
5,47,109,25615,109,False
5,47,113,26555,235,True
5,47,127,29845,5,False
5,47,131,30785,5,False
5,47,137,32195,47,False
5,47,139,32665,47,False
5,47,149,35015,5,False
5,47,151,35485,47,False
5,47,157,36895,5,False
5,47,163,38305,163,False
5,47,167,39245,5,False
5,47,173,40655,173,False
5,47,179,42065,47,False
5,47,181,42535,181,False
5,47,191,44885,191,False
5,47,193,45355,193,False
5,47,197,46295,47,False
5,47,199,46765,199,False
5,53,59,15635,265,True
5,53,61,16165,61,False
5,53,67,17755,5,False
5,53,71,18815,5,False
5,53,73,19345,5,False
5,53,79,20935,79,False
5,53,83,21995,83,False
5,53,89,23585,5,False
5,53,97,25705,53,False
5,53,101,26765,53,False
5,53,103,27295,53,False
5,53,107,28355,265,True
5,53,109,28885,265,True
5,53,113,29945,53,False
5,53,127,33655,127,False
5,53,131,34715,131,False
5,53,137,36305,5,False
5,53,139,36835,53,False
5,53,149,39485,149,False
5,53,151,40015,265,True
5,53,157,41605,53,False
5,53,163,43195,5,False
5,53,167,44255,5,False
5,53,173,45845,5,False
5,53,179,47435,5,False
5,53,181,47965,53,False
5,53,191,50615,265,True
5,53,193,51145,193,False
5,53,197,52205,197,False
5,53,199,52735,5,False
5,59,61,17995,59,False
5,59,67,19765,59,False
5,59,71,20945,295,True
5,59,73,21535,295,True
5,59,79,23305,5,False
5,59,83,24485,295,True
5,59,89,26255,295,True
5,59,97,28615,59,False
5,59,101,29795,5,False
5,59,103,30385,5,False
5,59,107,31565,295,True
5,59,109,32155,295,True
5,59,113,33335,59,False
5,59,127,37465,59,False
5,59,131,38645,295,True
5,59,137,40415,137,False
5,59,139,41005,139,False
5,59,149,43955,5,False
5,59,151,44545,5,False
5,59,157,46315,59,False
5,59,163,48085,5,False
5,59,167,49265,295,True
5,59,173,51035,59,False
5,59,179,52805,5,False
5,59,181,53395,5,False
5,59,191,56345,295,True
5,59,193,56935,5,False
5,59,197,58115,5,False
5,59,199,58705,5,False
5,61,67,20435,61,False
5,61,71,21655,71,False
5,61,73,22265,305,True
5,61,79,24095,5,False
5,61,83,25315,5,False
5,61,89,27145,61,False
5,61,97,29585,61,False
5,61,101,30805,101,False
5,61,103,31415,5,False
5,61,107,32635,5,False
5,61,109,33245,5,False
5,61,113,34465,305,True
5,61,127,38735,61,False
5,61,131,39955,61,False
5,61,137,41785,137,False
5,61,139,42395,61,False
5,61,149,45445,149,False
5,61,151,46055,151,False
5,61,157,47885,5,False
5,61,163,49715,5,False
5,61,167,50935,5,False
5,61,173,52765,61,False
5,61,179,54595,61,False
5,61,181,55205,61,False
5,61,191,58255,5,False
5,61,193,58865,5,False
5,61,197,60085,305,True
5,61,199,60695,5,False
5,67,71,23785,71,False
5,67,73,24455,67,False
5,67,79,26465,67,False
5,67,83,27805,67,False
5,67,89,29815,5,False
5,67,97,32495,67,False
5,67,101,33835,67,False
5,67,103,34505,335,True
5,67,107,35845,107,False
5,67,109,36515,335,True
5,67,113,37855,5,False
5,67,127,42545,67,False
5,67,131,43885,131,False
5,67,137,45895,137,False
5,67,139,46565,67,False
5,67,149,49915,335,True
5,67,151,50585,151,False
5,67,157,52595,67,False
5,67,163,54605,335,True
5,67,167,55945,167,False
5,67,173,57955,5,False
5,67,179,59965,5,False
5,67,181,60635,5,False
5,67,191,63985,335,True
5,67,193,64655,67,False
5,67,197,65995,67,False
5,67,199,66665,67,False
5,71,73,25915,71,False
5,71,79,28045,71,False
5,71,83,29465,83,False
5,71,89,31595,5,False
5,71,97,34435,5,False
5,71,101,35855,355,True
5,71,103,36565,71,False
5,71,107,37985,71,False
5,71,109,38695,71,False
5,71,113,40115,113,False
5,71,127,45085,5,False
5,71,131,46505,355,True
5,71,137,48635,355,True
5,71,139,49345,71,False
5,71,149,52895,149,False
5,71,151,53605,151,False
5,71,157,55735,71,False
5,71,163,57865,71,False
5,71,167,59285,71,False
5,71,173,61415,173,False
5,71,179,63545,5,False
5,71,181,64255,5,False
5,71,191,67805,5,False
5,71,193,68515,5,False
5,71,197,69935,5,False
5,71,199,70645,71,False
5,73,79,28835,73,False
5,73,83,30295,73,False
5,73,89,32485,89,False
5,73,97,35405,5,False
5,73,101,36865,5,False
5,73,103,37595,365,True
5,73,107,39055,107,False
5,73,109,39785,73,False
5,73,113,41245,73,False
5,73,127,46355,5,False
5,73,131,47815,5,False
5,73,137,50005,365,True
5,73,139,50735,73,False
5,73,149,54385,365,True
5,73,151,55115,73,False
5,73,157,57305,73,False
5,73,163,59495,163,False
5,73,167,60955,167,False
5,73,173,63145,365,True
5,73,179,65335,179,False
5,73,181,66065,181,False
5,73,191,69715,73,False
5,73,193,70445,73,False
5,73,197,71905,5,False
5,73,199,72635,5,False
5,79,83,32785,395,True
5,79,89,35155,395,True
5,79,97,38315,79,False
5,79,101,39895,5,False
5,79,103,40685,5,False
5,79,107,42265,5,False
5,79,109,43055,5,False
5,79,113,44635,79,False
5,79,127,50165,395,True
5,79,131,51745,131,False
5,79,137,54115,5,False
5,79,139,54905,5,False
5,79,149,58855,149,False
5,79,151,59645,151,False
5,79,157,62015,79,False
5,79,163,64385,395,True
5,79,167,65965,79,False
5,79,173,68335,79,False
5,79,179,70705,179,False
5,79,181,71495,79,False
5,79,191,75445,191,False
5,79,193,76235,79,False
5,79,197,77815,197,False
5,79,199,78605,5,False
5,83,89,36935,83,False
5,83,97,40255,97,False
5,83,101,41915,415,True
5,83,103,42745,83,False
5,83,107,44405,5,False
5,83,109,45235,5,False
5,83,113,46895,5,False
5,83,127,52705,83,False
5,83,131,54365,83,False
5,83,137,56855,83,False
5,83,139,57685,5,False
5,83,149,61835,5,False
5,83,151,62665,415,True
5,83,157,65155,83,False
5,83,163,67645,83,False
5,83,167,69305,83,False
5,83,173,71795,83,False
5,83,179,74285,83,False
5,83,181,75115,83,False
5,83,191,79265,415,True
5,83,193,80095,83,False
5,83,197,81755,415,True
5,83,199,82585,415,True
5,89,97,43165,89,False
5,89,101,44945,89,False
5,89,103,45835,89,False
5,89,107,47615,445,True
5,89,109,48505,445,True
5,89,113,50285,5,False
5,89,127,56515,445,True
5,89,131,58295,89,False
5,89,137,60965,89,False
5,89,139,61855,89,False
5,89,149,66305,5,False
5,89,151,67195,5,False
5,89,157,69865,5,False
5,89,163,72535,445,True
5,89,167,74315,89,False
5,89,173,76985,89,False
5,89,179,79655,445,True
5,89,181,80545,89,False
5,89,191,84995,89,False
5,89,193,85885,193,False
5,89,197,87665,445,True
5,89,199,88555,445,True
5,97,101,48985,97,False
5,97,103,49955,97,False
5,97,107,51895,485,True
5,97,109,52865,97,False
5,97,113,54805,113,False
5,97,127,61595,5,False
5,97,131,63535,5,False
5,97,137,66445,97,False
5,97,139,67415,97,False
5,97,149,72265,485,True
5,97,151,73235,97,False
5,97,157,76145,485,True
5,97,163,79055,5,False
5,97,167,80995,5,False
5,97,173,83905,5,False
5,97,179,86815,97,False
5,97,181,87785,485,True
5,97,191,92635,191,False
5,97,193,93605,97,False
5,97,197,95545,97,False
5,97,199,96515,485,True
5,101,103,52015,101,False
5,101,107,54035,505,True
5,101,109,55045,101,False
5,101,113,57065,101,False
5,101,127,64135,5,False
5,101,131,66155,5,False
5,101,137,69185,5,False
5,101,139,70195,5,False
5,101,149,75245,101,False
5,101,151,76255,151,False
5,101,157,79285,101,False
5,101,163,82315,101,False
5,101,167,84335,167,False
5,101,173,87365,5,False
5,101,179,90395,5,False
5,101,181,91405,5,False
5,101,191,96455,191,False
5,101,193,97465,101,False
5,101,197,99485,101,False
5,101,199,100495,101,False
5,103,107,55105,103,False
5,103,109,56135,103,False
5,103,113,58195,103,False
5,103,127,65405,127,False
5,103,131,67465,5,False
5,103,137,70555,5,False
5,103,139,71585,5,False
5,103,149,76735,103,False
5,103,151,77765,103,False
5,103,157,80855,157,False
5,103,163,83945,103,False
5,103,167,86005,515,True
5,103,173,89095,5,False
5,103,179,92185,5,False
5,103,181,93215,5,False
5,103,191,98365,103,False
5,103,193,99395,515,True
5,103,197,101455,103,False
5,103,199,102485,103,False
5,107,109,58315,107,False
5,107,113,60455,107,False
5,107,127,67945,107,False
5,107,131,70085,107,False
5,107,137,73295,5,False
5,107,139,74365,5,False
5,107,149,79715,5,False
5,107,151,80785,107,False
5,107,157,83995,107,False
5,107,163,87205,107,False
5,107,167,89345,107,False
5,107,173,92555,535,True
5,107,179,95765,5,False
5,107,181,96835,5,False
5,107,191,102185,5,False
5,107,193,103255,535,True
5,107,197,105395,107,False
5,107,199,106465,107,False
5,109,113,61585,109,False
5,109,127,69215,109,False
5,109,131,71395,545,True
5,109,137,74665,5,False
5,109,139,75755,5,False
5,109,149,81205,5,False
5,109,151,82295,5,False
5,109,157,85565,109,False
5,109,163,88835,545,True
5,109,167,91015,545,True
5,109,173,94285,545,True
5,109,179,97555,545,True
5,109,181,98645,181,False
5,109,191,104095,5,False
5,109,193,105185,5,False
5,109,197,107365,109,False
5,109,199,108455,109,False
5,113,127,71755,127,False
5,113,131,74015,131,False
5,113,137,77405,565,True
5,113,139,78535,565,True
5,113,149,84185,5,False
5,113,151,85315,5,False
5,113,157,88705,5,False
5,113,163,92095,113,False
5,113,167,94355,565,True
5,113,173,97745,113,False
5,113,179,101135,179,False
5,113,181,102265,565,True
5,113,191,107915,5,False
5,113,193,109045,5,False
5,113,197,111305,5,False
5,113,199,112435,5,False
5,127,131,83185,127,False
5,127,137,86995,127,False
5,127,139,88265,127,False
5,127,149,94615,149,False
5,127,151,95885,127,False
5,127,157,99695,127,False
5,127,163,103505,5,False
5,127,167,106045,5,False
5,127,173,109855,5,False
5,127,179,113665,127,False
5,127,181,114935,127,False
5,127,191,121285,127,False
5,127,193,122555,193,False
5,127,197,125095,635,True
5,127,199,126365,199,False
5,131,137,89735,131,False
5,131,139,91045,131,False
5,131,149,97595,149,False
5,131,151,98905,131,False
5,131,157,102835,131,False
5,131,163,106765,655,True
5,131,167,109385,5,False
5,131,173,113315,5,False
5,131,179,117245,5,False
5,131,181,118555,5,False
5,131,191,125105,655,True
5,131,193,126415,131,False
5,131,197,129035,197,False
5,131,199,130345,131,False
5,137,139,95215,137,False
5,137,149,102065,149,False
5,137,151,103435,151,False
5,137,157,107545,137,False
5,137,163,111655,137,False
5,137,167,114395,685,True
5,137,173,118505,5,False
5,137,179,122615,5,False
5,137,181,123985,5,False
5,137,191,130835,5,False
5,137,193,132205,137,False
5,137,197,134945,137,False
5,137,199,136315,137,False
5,139,149,103555,149,False
5,139,151,104945,139,False
5,139,157,109115,139,False
5,139,163,113285,139,False
5,139,167,116065,695,True
5,139,173,120235,173,False
5,139,179,124405,5,False
5,139,181,125795,5,False
5,139,191,132745,5,False
5,139,193,134135,5,False
5,139,197,136915,139,False
5,139,199,138305,139,False
5,149,151,112495,149,False
5,149,157,116965,149,False
5,149,163,121435,149,False
5,149,167,124415,149,False
5,149,173,128885,149,False
5,149,179,133355,149,False
5,149,181,134845,149,False
5,149,191,142295,5,False
5,149,193,143785,5,False
5,149,197,146765,5,False
5,149,199,148255,5,False
5,151,157,118535,151,False
5,151,163,123065,151,False
5,151,167,126085,151,False
5,151,173,130615,151,False
5,151,179,135145,151,False
5,151,181,136655,151,False
5,151,191,144205,5,False
5,151,193,145715,5,False
5,151,197,148735,5,False
5,151,199,150245,5,False
5,157,163,127955,157,False
5,157,167,131095,157,False
5,157,173,135805,157,False
5,157,179,140515,157,False
5,157,181,142085,181,False
5,157,191,149935,157,False
5,157,193,151505,785,True
5,157,197,154645,5,False
5,157,199,156215,5,False
5,163,167,136105,163,False
5,163,173,140995,815,True
5,163,179,145885,163,False
5,163,181,147515,163,False
5,163,191,155665,163,False
5,163,193,157295,163,False
5,163,197,160555,163,False
5,163,199,162185,199,False
5,167,173,144455,167,False
5,167,179,149465,167,False
5,167,181,151135,167,False
5,167,191,159485,835,True
5,167,193,161155,167,False
5,167,197,164495,167,False
5,167,199,166165,835,True
5,173,179,154835,173,False
5,173,181,156565,865,True
5,173,191,165215,173,False
5,173,193,166945,173,False
5,173,197,170405,173,False
5,173,199,172135,865,True
5,179,181,161995,895,True
5,179,191,170945,179,False
5,179,193,172735,179,False
5,179,197,176315,179,False
5,179,199,178105,179,False
5,181,191,172855,181,False
5,181,193,174665,181,False
5,181,197,178285,181,False
5,181,199,180095,181,False
5,191,193,184315,191,False
5,191,197,188135,955,True
5,191,199,190045,191,False
5,193,197,190105,193,False
5,193,199,192035,193,False
5,197,199,196015,197,False
7,11,13,1001,7,False
7,11,17,1309,7,False
7,11,19,1463,77,True
7,11,23,1771,77,True
7,11,29,2233,11,False
7,11,31,2387,7,False
7,11,37,2849,77,True
7,11,41,3157,77,True
7,11,43,3311,11,False
7,11,47,3619,7,False
7,11,53,4081,11,False
7,11,59,4543,11,False
7,11,61,4697,7,False
7,11,67,5159,77,True
7,11,71,5467,77,True
7,11,73,5621,77,True
7,13,17,1547,13,False
7,13,19,1729,91,True
7,13,23,2093,7,False
7,13,29,2639,29,False
7,13,31,2821,7,False
7,13,37,3367,7,False
7,13,41,3731,41,False
7,13,43,3913,43,False
7,13,47,4277,7,False
7,13,53,4823,91,True
7,13,59,5369,7,False
7,13,61,5551,7,False
7,13,67,6097,13,False
7,13,71,6461,13,False
7,13,73,6643,91,True
7,13,79,7189,13,False
7,13,83,7553,91,True
7,13,89,8099,89,False
7,17,19,2261,17,False
7,17,23,2737,23,False
7,17,29,3451,29,False
7,17,31,3689,7,False
7,17,37,4403,17,False
7,17,41,4879,7,False
7,17,43,5117,17,False
7,17,47,5593,119,True
7,17,53,6307,17,False
7,17,59,7021,59,False
7,17,61,7259,119,True
7,17,67,7973,17,False
7,17,71,8449,7,False
7,17,73,8687,119,True
7,17,79,9401,7,False
7,17,83,9877,119,True
7,17,89,10591,89,False
7,17,97,11543,7,False
7,17,101,12019,119,True
7,17,103,12257,103,False
7,17,107,12733,119,True
7,17,109,12971,17,False
7,17,113,13447,113,False
7,19,23,3059,7,False
7,19,29,3857,7,False
7,19,31,4123,7,False
7,19,37,4921,133,True
7,19,41,5453,41,False
7,19,43,5719,43,False
7,19,47,6251,47,False
7,19,53,7049,19,False
7,19,59,7847,59,False
7,19,61,8113,61,False
7,19,67,8911,7,False
7,19,71,9443,19,False
7,19,73,9709,7,False
7,19,79,10507,19,False
7,19,83,11039,7,False
7,19,89,11837,7,False
7,19,97,12901,7,False
7,19,101,13433,101,False
7,19,103,13699,7,False
7,19,107,14231,19,False
7,19,109,14497,133,True
7,19,113,15029,113,False
7,19,127,16891,133,True
7,19,131,17423,131,False
7,23,29,4669,7,False
7,23,31,4991,31,False
7,23,37,5957,7,False
7,23,41,6601,7,False
7,23,43,6923,23,False
7,23,47,7567,161,True
7,23,53,8533,53,False
7,23,59,9499,7,False
7,23,61,9821,61,False
7,23,67,10787,67,False
7,23,71,11431,71,False
7,23,73,11753,73,False
7,23,79,12719,161,True
7,23,83,13363,23,False
7,23,89,14329,23,False
7,23,97,15617,7,False
7,23,101,16261,7,False
7,23,103,16583,23,False
7,23,107,17227,7,False
7,23,109,17549,161,True
7,23,113,18193,161,True
7,23,127,20447,7,False
7,23,131,21091,7,False
7,23,137,22057,161,True
7,23,139,22379,139,False
7,23,149,23989,23,False
7,23,151,24311,151,False
7,23,157,25277,157,False
7,29,31,6293,29,False
7,29,37,7511,7,False
7,29,41,8323,7,False
7,29,43,8729,29,False
7,29,47,9541,7,False
7,29,53,10759,7,False
7,29,59,11977,29,False
7,29,61,12383,203,True
7,29,67,13601,67,False
7,29,71,14413,203,True
7,29,73,14819,7,False
7,29,79,16037,29,False
7,29,83,16849,203,True
7,29,89,18067,29,False
7,29,97,19691,97,False
7,29,101,20503,101,False
7,29,103,20909,7,False
7,29,107,21721,7,False
7,29,109,22127,7,False
7,29,113,22939,29,False
7,29,127,25781,29,False
7,29,131,26593,29,False
7,29,137,27811,203,True
7,29,139,28217,29,False
7,29,149,30247,7,False
7,29,151,30653,7,False
7,29,157,31871,7,False
7,29,163,33089,29,False
7,29,167,33901,167,False
7,29,173,35119,173,False
7,29,179,36337,29,False
7,29,181,36743,203,True
7,29,191,38773,203,True
7,29,193,39179,193,False
7,29,197,39991,197,False
7,29,199,40397,199,False
7,31,37,8029,7,False
